#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2009-01-09T21:25:23
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29957	
#INFO	-out.max=50000	

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	status=obsolete	
#Table	VI_49_bound_20:
#Name: VI/49/bound_20
#Title: Boundaries for 2000
#Column	RAJ2000	(A13)	Right ascension in decimal hours (J2000)	[ucd=?]
#Column	DEJ2000	(F11.7)	Declination in degrees (J2000)	[ucd=?]
#Column	con	(a4)	Constellation abbreviation	[ucd=?]
#Column	type	(A1)	[OI] Type of point (Original or Interpolated)	[ucd=?]
RAJ2000	DEJ2000	con	type
21 58 56.0251	-19.9041576	AQR 	I
21 58 54.3291	-18.9041786	AQR 	I
21 58 52.6537	-17.9041996	AQR 	I
21 58 50.9919	-16.9042225	AQR 	I
21 58 49.3511	-15.9042444	AQR 	I
21 58 47.7235	-14.9042645	AQR 	I
21 58 46.1169	-13.9042864	AQR 	I
21 58 44.5170	-12.9043083	AQR 	I
21 58 42.9377	-11.9043283	AQR 	I
21 58 41.3652	-10.9043484	AQR 	I
21 58 39.7999	 -9.9043694	AQR 	I
21 58 38.2479	 -8.9043894	AQR 	I
21 58 37.4790	 -8.4043999	AQR 	O
21 54 37.8533	 -8.4107742	AQR 	I
21 50 38.2211	 -8.4173279	AQR 	I
21 46 38.6159	 -8.4240570	AQR 	I
21 42 38.9769	 -8.4309626	AQR 	I
21 38 39.3375	 -8.4380417	AQR 	I
21 34 39.7326	 -8.4452906	AQR 	I
21 30 40.0795	 -8.4527092	AQR 	I
21 26 40.4196	 -8.4602947	AQR 	O
21 26 42.3147	 -9.4602642	AQR 	I
21 26 44.2101	-10.4602337	AQR 	I
21 26 46.1256	-11.4602032	AQR 	I
21 26 48.0483	-12.4601717	AQR 	I
21 26 49.9913	-13.4601412	AQR 	I
21 26 51.9483	-14.4601107	AQR 	O
21 22 52.5630	-14.4678507	AQR 	I
21 18 53.1435	-14.4757547	AQR 	I
21 14 53.7105	-14.4838171	AQR 	I
21 10 54.3047	-14.4920359	AQR 	I
21 06 54.8575	-14.5004101	AQR 	I
21 02 55.4035	-14.5089369	AQR 	I
20 58 55.9773	-14.5176105	AQR 	I
20 54 56.4959	-14.5264339	AQR 	I
20 50 57.0145	-14.5354004	AQR 	I
20 46 57.5537	-14.5445070	AQR 	I
20 42 58.0518	-14.5537539	AQR 	I
20 38 58.5363	-14.5631361	AQR 	I
20 38 58.5363	-14.5631361	AQR 	O
20 38 56.1261	-13.5631838	AQR 	I
20 38 53.7295	-12.5632305	AQR 	I
20 38 51.3539	-11.5632782	AQR 	I
20 38 48.9915	-10.5633240	AQR 	I
20 38 46.6501	 -9.5633707	AQR 	I
20 38 44.3155	 -8.5634165	AQR 	O
18 41 32.6811	 -2.8842952	AQL 	I
18 41 29.7971	 -1.8843669	AQL 	I
18 41 26.9203	 -0.8844388	AQL 	I
18 41 24.0501	  0.1154895	AQL 	O
18 41 21.1729	  1.1154177	AQL 	I
18 41 18.2958	  2.1153460	AQL 	O
18 45 18.3060	  2.1273098	AQL 	I
18 49 18.3299	  2.1392353	AQL 	I
18 53 18.3055	  2.1511161	AQL 	I
18 57 18.3225	  2.1629529	AQL 	I
18 58 18.3421	  2.1659052	AQL 	O
18 58 15.5064	  3.1658356	AQL 	I
18 58 12.6635	  4.1657658	AQL 	I
18 58 09.8141	  5.1656952	AQL 	I
18 58 06.9507	  6.1656256	AQL 	I
18 58 06.2364	  6.4156075	AQL 	O
18 54 06.1578	  6.4037800	AQL 	I
18 50 06.0997	  6.3919063	AQL 	I
18 46 06.0759	  6.3799911	AQL 	I
18 45 50.0565	  6.3791943	AQL 	O
18 45 47.1521	  7.3791218	AQL 	I
18 45 44.2335	  8.3790493	AQL 	I
18 45 41.2949	  9.3789759	AQL 	I
18 45 38.3421	 10.3789034	AQL 	I
18 45 35.3761	 11.3788290	AQL 	I
18 45 33.1308	 12.1287737	AQL 	O
18 49 33.2094	 12.1406946	AQL 	I
18 53 33.3294	 12.1525745	AQL 	I
18 57 33.4699	 12.1644087	AQL 	I
18 57 49.5029	 12.1651964	AQL 	O
18 57 46.5300	 13.1651230	AQL 	I
18 57 43.5291	 14.1650496	AQL 	I
18 57 40.5011	 15.1649752	AQL 	I
18 57 37.4523	 16.1648998	AQL 	I
18 57 34.3623	 17.1648235	AQL 	I
18 57 31.2451	 18.1647472	AQL 	I
18 57 29.6727	 18.6647091	AQL 	O
19 01 29.8683	 18.6764908	AQL 	I
19 05 30.1185	 18.6882229	AQL 	O
19 05 33.2221	 17.6882992	AQL 	I
19 05 36.2983	 16.6883736	AQL 	I
19 05 37.3146	 16.3550682	AQL 	O
19 09 37.5513	 16.3667412	AQL 	I
19 13 37.7605	 16.3783512	AQL 	I
19 17 38.0245	 16.3899002	AQL 	I
19 21 38.2957	 16.4013786	AQL 	I
19 25 38.5461	 16.4127865	AQL 	I
19 29 38.8515	 16.4241199	AQL 	I
19 33 39.1705	 16.4353771	AQL 	I
19 37 39.4687	 16.4465485	AQL 	I
19 41 39.8155	 16.4576378	AQL 	I
19 45 40.1757	 16.4686394	AQL 	I
19 49 40.5153	 16.4795456	AQL 	I
19 53 40.9031	 16.4903603	AQL 	I
19 55 41.0797	 16.4957294	AQL 	O
19 55 42.2400	 16.0790844	AQL 	O
19 59 42.6347	 16.0897484	AQL 	I
20 03 43.0499	 16.1003094	AQL 	I
20 07 43.4309	 16.1107616	AQL 	I
20 11 43.8735	 16.1211071	AQL 	I
20 14 14.1594	 16.1275158	AQL 	O
20 14 16.7964	 15.1275721	AQL 	I
20 14 19.4125	 14.1276274	AQL 	I
20 14 22.0009	 13.1276827	AQL 	I
20 14 24.5691	 12.1277370	AQL 	I
20 14 27.1233	 11.1277914	AQL 	I
20 14 29.6571	 10.1278458	AQL 	I
20 14 32.1771	  9.1278992	AQL 	I
20 14 32.8020	  8.8779116	AQL 	O
20 18 33.0045	  8.8880606	AQL 	I
20 22 33.2547	  8.8980923	AQL 	I
20 24 03.3495	  8.9018240	AQL 	O
20 24 05.7801	  7.9018745	AQL 	I
20 24 08.2041	  6.9019241	AQL 	I
20 24 10.6143	  5.9019737	AQL 	I
20 24 13.0104	  4.9020238	AQL 	I
20 24 15.4069	  3.9020729	AQL 	I
20 24 17.7966	  2.9021223	AQL 	I
20 24 18.9843	  2.4021468	AQL 	O
20 28 19.0495	  2.4120035	AQL 	I
20 32 19.0871	  2.4217334	AQL 	I
20 36 19.1589	  2.4313359	AQL 	I
20 38 19.1706	  2.4360874	AQL 	O
20 38 21.4505	  1.4361323	AQL 	I
20 38 23.7231	  0.4361772	AQL 	O
20 38 25.9959	 -0.5637780	AQL 	I
20 38 28.2689	 -1.5637331	AQL 	I
20 38 30.5415	 -2.5636883	AQL 	I
20 38 32.8211	 -3.5636432	AQL 	I
20 38 35.1078	 -4.5635982	AQL 	I
20 38 37.3941	 -5.5635533	AQL 	I
20 38 39.6945	 -6.5635080	AQL 	I
20 38 42.0018	 -7.5634623	AQL 	I
20 38 44.3155	 -8.5634165	AQL 	O
20 34 44.6283	 -8.5729389	AQL 	I
20 30 44.8999	 -8.5825920	AQL 	I
20 26 45.1713	 -8.5923729	AQL 	I
20 22 45.4703	 -8.6022758	AQL 	I
20 18 45.7279	 -8.6123018	AQL 	I
20 14 45.9719	 -8.6224461	AQL 	I
20 10 46.2501	 -8.6327038	AQL 	I
20 06 46.4871	 -8.6430750	AQL 	O
20 06 49.0554	 -9.6430187	AQL 	I
20 06 51.6441	-10.6429625	AQL 	I
20 06 54.2463	-11.6429062	AQL 	I
20 06 54.3287	-11.6762342	AQL 	O
20 02 54.6414	-11.6867104	AQL 	I
19 58 54.9815	-11.6972904	AQL 	I
19 54 55.2805	-11.7079744	AQL 	I
19 50 55.5587	-11.7187586	AQL 	I
19 46 55.8714	-11.7296362	AQL 	I
19 42 56.1359	-11.7406082	AQL 	I
19 38 56.3939	-11.7516699	AQL 	I
19 34 56.6721	-11.7628155	AQL 	I
19 30 56.9091	-11.7740450	AQL 	I
19 26 57.1395	-11.7853546	AQL 	I
19 22 57.3971	-11.7967367	AQL 	I
19 18 57.6069	-11.8081942	AQL 	I
19 14 57.8025	-11.8197193	AQL 	I
19 10 58.0260	-11.8313084	AQL 	I
19 06 58.2015	-11.8429613	AQL 	I
19 02 58.3767	-11.8546724	AQL 	I
18 58 58.5729	-11.8664360	AQL 	O
18 58 55.6269	-10.8665075	AQL 	I
18 58 52.7019	 -9.8665800	AQL 	I
18 58 49.7907	 -8.8666515	AQL 	I
18 58 46.8999	 -7.8667231	AQL 	I
18 58 44.0159	 -6.8667936	AQL 	I
18 58 41.1525	 -5.8668642	AQL 	I
18 58 38.2962	 -4.8669343	AQL 	I
18 58 35.4465	 -3.8670044	AQL 	I
18 58 35.3503	 -3.8336766	AQL 	O
18 54 35.3952	 -3.8454983	AQL 	I
18 50 35.4469	 -3.8573668	AQL 	I
18 46 35.5260	 -3.8692768	AQL 	I
18 42 35.5709	 -3.8812284	AQL 	I
18 41 35.5650	 -3.8842230	AQL 	O
16 36 08.3235	-60.2644577	ARA 	O
16 35 57.7284	-59.2647018	ARA 	I
16 35 47.7381	-58.2649345	ARA 	I
16 35 38.2967	-57.2651558	ARA 	I
16 35 29.3496	-56.2653656	ARA 	I
16 35 20.8626	-55.2655602	ARA 	I
16 35 12.7878	-54.2657509	ARA 	I
16 35 05.0971	-53.2659302	ARA 	I
16 34 57.7639	-52.2661018	ARA 	I
16 34 50.7465	-51.2662659	ARA 	I
16 34 44.0310	-50.2664223	ARA 	I
16 34 37.5903	-49.2665710	ARA 	I
16 34 31.4105	-48.2667160	ARA 	I
16 34 25.4640	-47.2668533	ARA 	I
16 34 19.7375	-46.2669868	ARA 	I
16 34 16.9497	-45.7670517	ARA 	O
16 38 18.0513	-45.7557640	ARA 	I
16 42 19.1052	-45.7444000	ARA 	I
16 46 20.0766	-45.7329674	ARA 	I
16 50 21.0275	-45.7214584	ARA 	I
16 54 21.9301	-45.7098846	ARA 	I
16 58 22.7503	-45.6982498	ARA 	I
17 02 23.5569	-45.6865540	ARA 	I
17 06 24.3087	-45.6748009	ARA 	I
17 10 24.9711	-45.6630020	ARA 	I
17 14 25.6197	-45.6511497	ARA 	I
17 18 26.2203	-45.6392517	ARA 	I
17 22 26.7315	-45.6273155	ARA 	I
17 26 27.2292	-45.6153374	ARA 	I
17 30 27.6717	-45.6033287	ARA 	I
17 34 28.0251	-45.5912895	ARA 	I
17 38 28.3719	-45.5792236	ARA 	I
17 42 28.6563	-45.5671310	ARA 	I
17 46 28.8588	-45.5550270	ARA 	I
17 50 29.0403	-45.5429001	ARA 	I
17 54 29.1741	-45.5307655	ARA 	I
17 58 29.2257	-45.5186234	ARA 	I
17 59 14.2281	-45.5163460	ARA 	O
18 03 14.2521	-45.5041962	ARA 	I
18 07 14.2209	-45.4920464	ARA 	I
18 09 14.1642	-45.4859734	ARA 	O
18 09 20.1996	-46.4858246	ARA 	I
18 09 26.4687	-47.4856644	ARA 	I
18 09 32.9781	-48.4855003	ARA 	I
18 09 39.7487	-49.4853287	ARA 	I
18 09 46.8003	-50.4851494	ARA 	I
18 09 54.1545	-51.4849625	ARA 	I
18 10 01.8447	-52.4847679	ARA 	I
18 10 09.8922	-53.4845657	ARA 	I
18 10 18.3241	-54.4843521	ARA 	I
18 10 27.1819	-55.4841270	ARA 	I
18 10 36.4998	-56.4838943	ARA 	I
18 10 41.3407	-56.9837723	ARA 	O
18 06 41.4540	-56.9959183	ARA 	I
18 02 41.5266	-57.0080643	ARA 	I
17 58 41.4822	-57.0202141	ARA 	I
17 54 41.3622	-57.0323563	ARA 	I
17 50 41.2011	-57.0444908	ARA 	I
17 46 40.9231	-57.0566177	ARA 	I
17 42 40.5630	-57.0687256	ARA 	I
17 40 40.3655	-57.0747757	ARA 	O
17 40 50.4455	-58.0745201	ARA 	I
17 41 01.0953	-59.0742531	ARA 	I
17 41 12.3907	-60.0739708	ARA 	I
17 41 24.3935	-61.0736694	ARA 	I
17 41 37.1717	-62.0733414	ARA 	I
17 41 50.8290	-63.0730019	ARA 	I
17 42 05.4547	-64.0726318	ARA 	I
17 42 21.1651	-65.0722427	ARA 	I
17 42 38.1045	-66.0718155	ARA 	I
17 42 56.4315	-67.0713577	ARA 	I
17 43 06.1749	-67.5711060	ARA 	O
17 39 05.4987	-67.5831985	ARA 	I
17 35 04.7400	-67.5952682	ARA 	I
17 31 03.8169	-67.6073151	ARA 	I
17 27 02.7699	-67.6193314	ARA 	I
17 23 01.6339	-67.6313095	ARA 	I
17 19 00.3465	-67.6432495	ARA 	I
17 14 58.9290	-67.6551590	ARA 	I
17 12 58.1958	-67.6610870	ARA 	O
17 08 56.5998	-67.6729279	ARA 	I
17 04 54.9141	-67.6847076	ARA 	I
17 02 53.9959	-67.6905823	ARA 	O
17 02 35.4015	-66.6910324	ARA 	I
17 02 18.2562	-65.6914444	ARA 	I
17 02 10.1742	-65.1916428	ARA 	O
16 58 08.4957	-65.2033386	ARA 	I
16 57 08.0435	-65.2062531	ARA 	O
16 56 52.8479	-64.2066116	ARA 	I
16 56 46.8330	-63.7900925	ARA 	O
16 52 45.0927	-63.8017044	ARA 	I
16 48 43.2903	-63.8132477	ARA 	I
16 46 42.3171	-63.8189964	ARA 	O
16 46 28.7627	-62.8193169	ARA 	I
16 46 16.0939	-61.8196182	ARA 	I
16 46 09.0833	-61.2364578	ARA 	O
16 42 07.3293	-61.2478905	ARA 	I
16 38 05.4513	-61.2592506	ARA 	I
16 36 19.5912	-61.2641945	ARA 	O
03 19 46.8351	 10.3724642	ARI 	I
03 15 46.4875	 10.3815842	ARI 	I
03 11 46.1335	 10.3905621	ARI 	I
03 07 45.8083	 10.3993940	ARI 	I
03 03 45.4395	 10.4080801	ARI 	I
02 59 45.0636	 10.4166164	ARI 	I
02 55 44.7183	 10.4249992	ARI 	I
02 51 44.3279	 10.4332285	ARI 	I
02 47 43.9325	 10.4413004	ARI 	I
02 43 43.5669	 10.4492102	ARI 	I
02 39 43.1579	 10.4569597	ARI 	I
02 35 42.7427	 10.4645443	ARI 	I
02 31 42.3581	 10.4719610	ARI 	I
02 27 41.9310	 10.4792089	ARI 	I
02 23 41.4978	 10.4862852	ARI 	I
02 19 41.0963	 10.4931870	ARI 	I
02 15 40.6512	 10.4999142	ARI 	I
02 11 40.2015	 10.5064631	ARI 	I
02 07 39.7830	 10.5128307	ARI 	I
02 06 39.6594	 10.5143948	ARI 	O
02 02 39.1977	 10.5205364	ARI 	I
01 58 38.7678	 10.5264931	ARI 	I
01 54 38.2968	 10.5322638	ARI 	I
01 50 37.8204	 10.5378466	ARI 	I
01 46 37.3761	 10.5432396	ARI 	O
01 46 38.6937	 11.5432253	ARI 	I
01 46 40.0206	 12.5432110	ARI 	I
01 46 41.3580	 13.5431957	ARI 	I
01 46 42.7062	 14.5431814	ARI 	I
01 46 44.0670	 15.5431671	ARI 	I
01 46 45.4407	 16.5431519	ARI 	I
01 46 46.8293	 17.5431347	ARI 	I
01 46 48.2329	 18.5431213	ARI 	I
01 46 49.6535	 19.5431042	ARI 	I
01 46 51.0917	 20.5430889	ARI 	I
01 46 52.5486	 21.5430737	ARI 	I
01 46 54.0257	 22.5430565	ARI 	I
01 46 55.5243	 23.5430393	ARI 	I
01 46 57.0461	 24.5430241	ARI 	I
01 46 58.5923	 25.5430069	ARI 	I
01 46 58.7219	 25.6263351	ARI 	O
01 50 59.9323	 25.6209259	ARI 	I
01 55 01.1676	 25.6153240	ARI 	I
01 59 02.3903	 25.6095352	ARI 	I
02 02 03.2907	 25.6050701	ARI 	O
02 02 05.0741	 26.6050472	ARI 	I
02 02 06.8885	 27.6050262	ARI 	I
02 02 07.3479	 27.8550186	ARI 	O
02 06 08.6375	 27.8489037	ARI 	I
02 10 09.9491	 27.8426018	ARI 	I
02 14 11.2455	 27.8361206	ARI 	I
02 18 12.4917	 27.8294601	ARI 	I
02 22 13.7575	 27.8226223	ARI 	I
02 26 15.0075	 27.8156071	ARI 	I
02 30 16.2065	 27.8084221	ARI 	I
02 32 16.8357	 27.8047638	ARI 	O
02 32 19.1022	 28.8047314	ARI 	I
02 32 21.4131	 29.8046970	ARI 	I
02 32 23.7699	 30.8046589	ARI 	I
02 32 24.7665	 31.2213154	ARI 	O
02 36 26.1205	 31.2138691	ARI 	I
02 40 27.4911	 31.2062550	ARI 	I
02 44 28.8417	 31.1984749	ARI 	I
02 48 30.1359	 31.1905346	ARI 	I
02 50 30.8112	 31.1865025	ARI 	O
02 54 32.0745	 31.1783218	ARI 	I
02 58 33.3513	 31.1699848	ARI 	I
03 02 34.6067	 31.1614933	ARI 	I
03 06 35.8049	 31.1528511	ARI 	I
03 10 37.0146	 31.1440601	ARI 	I
03 14 38.2023	 31.1351223	ARI 	I
03 18 39.3318	 31.1260452	ARI 	I
03 22 40.4721	 31.1168251	ARI 	I
03 26 41.5885	 31.1074677	ARI 	I
03 29 42.4003	 31.1003609	ARI 	O
03 29 39.3295	 30.1004200	ARI 	I
03 29 36.3192	 29.1004791	ARI 	I
03 29 33.3669	 28.1005383	ARI 	I
03 29 30.4692	 27.1005955	ARI 	I
03 29 27.6231	 26.1006508	ARI 	I
03 29 24.8247	 25.1007061	ARI 	I
03 29 22.0722	 24.1007614	ARI 	I
03 29 19.3617	 23.1008148	ARI 	I
03 29 16.6923	 22.1008682	ARI 	I
03 29 14.0601	 21.1009197	ARI 	I
03 29 11.4627	 20.1009712	ARI 	I
03 29 09.7494	 19.4343338	ARI 	O
03 25 09.1077	 19.4437752	ARI 	I
03 24 08.9363	 19.4461136	ARI 	O
03 24 06.4368	 18.4461632	ARI 	I
03 24 03.9675	 17.4462109	ARI 	I
03 24 01.5246	 16.4462585	ARI 	I
03 23 59.1069	 15.4463053	ARI 	I
03 23 56.7121	 14.4463520	ARI 	I
03 23 54.3390	 13.4463978	ARI 	I
03 23 51.9853	 12.4464436	ARI 	I
03 23 49.6500	 11.4464884	ARI 	I
03 23 47.3309	 10.4465332	ARI 	I
03 23 47.1387	 10.3632069	ARI 	O
04 37 56.8650	 30.9218750	AUR 	O
04 38 00.5867	 31.9217854	AUR 	I
04 38 04.3890	 32.9216957	AUR 	I
04 38 08.2770	 33.9216042	AUR 	I
04 38 12.2597	 34.9215088	AUR 	I
04 38 16.3381	 35.9214172	AUR 	I
04 38 17.7219	 36.2547150	AUR 	O
04 42 18.4719	 36.2433510	AUR 	I
04 46 19.1514	 36.2319145	AUR 	I
04 49 49.7625	 36.2218513	AUR 	O
04 49 54.0595	 37.2217445	AUR 	I
04 49 58.4695	 38.2216415	AUR 	I
04 50 03.0048	 39.2215309	AUR 	I
04 50 07.6704	 40.2214203	AUR 	I
04 50 12.4753	 41.2213058	AUR 	I
04 50 17.4293	 42.2211876	AUR 	I
04 50 22.5431	 43.2210617	AUR 	I
04 50 27.8268	 44.2209358	AUR 	I
04 50 33.2941	 45.2208061	AUR 	I
04 50 38.9559	 46.2206688	AUR 	I
04 50 44.8299	 47.2205276	AUR 	I
04 50 50.9273	 48.2203827	AUR 	I
04 50 57.2687	 49.2202301	AUR 	I
04 51 03.8721	 50.2200737	AUR 	I
04 51 10.7593	 51.2199097	AUR 	I
04 51 17.9503	 52.2197342	AUR 	I
04 51 21.6684	 52.7196465	AUR 	O
04 55 22.7755	 52.7080574	AUR 	I
04 59 23.8549	 52.6964073	AUR 	I
05 03 24.8677	 52.6846962	AUR 	I
05 07 25.7790	 52.6729317	AUR 	I
05 09 56.3429	 52.6655540	AUR 	O
05 10 04.2103	 53.6653595	AUR 	I
05 10 12.4587	 54.6651573	AUR 	I
05 10 21.1224	 55.6649437	AUR 	I
05 10 25.6235	 56.1648331	AUR 	O
05 14 26.5725	 56.1529808	AUR 	I
05 18 27.4133	 56.1410866	AUR 	I
05 22 28.2129	 56.1291466	AUR 	I
05 26 28.9371	 56.1171722	AUR 	I
05 30 29.5499	 56.1051636	AUR 	I
05 34 30.1227	 56.0931206	AUR 	I
05 38 30.6222	 56.0810547	AUR 	I
05 42 31.0101	 56.0689659	AUR 	I
05 46 31.3565	 56.0568581	AUR 	I
05 50 31.6273	 56.0447350	AUR 	I
05 54 31.7869	 56.0326004	AUR 	I
05 58 31.9069	 56.0204544	AUR 	I
06 02 31.9513	 56.0083046	AUR 	I
06 06 31.8841	 55.9961586	AUR 	I
06 10 31.7809	 55.9840126	AUR 	I
06 14 31.5985	 55.9718742	AUR 	I
06 16 31.4613	 55.9658089	AUR 	O
06 16 22.3939	 54.9660339	AUR 	I
06 16 13.7679	 53.9662552	AUR 	O
06 20 13.4985	 53.9541321	AUR 	I
06 24 13.1256	 53.9420280	AUR 	I
06 28 12.7167	 53.9299393	AUR 	I
06 32 12.2427	 53.9178734	AUR 	I
06 36 11.6607	 53.9058380	AUR 	I
06 40 11.0475	 53.8938293	AUR 	O
06 40 02.9313	 52.8940315	AUR 	I
06 39 55.1826	 51.8942223	AUR 	I
06 39 47.7702	 50.8944130	AUR 	I
06 39 40.6703	 49.8945885	AUR 	O
06 43 40.0865	 49.8826103	AUR 	I
06 47 39.4065	 49.8706703	AUR 	I
06 51 38.7043	 49.8587685	AUR 	I
06 55 37.9434	 49.8469124	AUR 	I
06 57 37.5261	 49.8410034	AUR 	O
06 57 30.8279	 48.8411674	AUR 	I
06 57 24.3907	 47.8413277	AUR 	I
06 57 18.1987	 46.8414803	AUR 	I
06 57 12.2321	 45.8416252	AUR 	I
06 57 06.4761	 44.8417702	AUR 	I
06 57 03.6727	 44.3418388	AUR 	O
07 01 02.9791	 44.3300476	AUR 	I
07 05 02.2013	 44.3183136	AUR 	I
07 09 01.4130	 44.3066330	AUR 	I
07 13 00.5769	 44.2950096	AUR 	I
07 16 59.6583	 44.2834549	AUR 	I
07 20 58.7310	 44.2719612	AUR 	I
07 24 57.7559	 44.2605400	AUR 	I
07 28 56.6997	 44.2491951	AUR 	I
07 30 56.1899	 44.2435493	AUR 	O
07 30 50.9835	 43.2436714	AUR 	I
07 30 45.9468	 42.2437897	AUR 	I
07 30 41.0667	 41.2439079	AUR 	I
07 30 36.3337	 40.2440186	AUR 	I
07 30 31.7383	 39.2441292	AUR 	I
07 30 27.2718	 38.2442322	AUR 	I
07 30 22.9269	 37.2443314	AUR 	I
07 30 18.6955	 36.2444344	AUR 	I
07 30 14.5725	 35.2445297	AUR 	O
07 26 15.3243	 35.2558556	AUR 	I
07 22 16.0457	 35.2672501	AUR 	I
07 18 16.7670	 35.2787170	AUR 	I
07 14 17.4195	 35.2902565	AUR 	I
07 10 18.0375	 35.3018570	AUR 	I
07 06 18.6591	 35.3135185	AUR 	I
07 02 19.2087	 35.3252373	AUR 	I
06 58 19.7241	 35.3370132	AUR 	I
06 54 20.2410	 35.3488350	AUR 	I
06 50 20.6859	 35.3607063	AUR 	I
06 46 21.0979	 35.3726196	AUR 	I
06 42 21.5085	 35.3845711	AUR 	I
06 40 21.6663	 35.3905640	AUR 	O
06 40 17.3820	 34.3906708	AUR 	I
06 40 13.2003	 33.3907776	AUR 	I
06 40 09.1146	 32.3908768	AUR 	I
06 40 05.1168	 31.3909779	AUR 	I
06 40 01.2043	 30.3910770	AUR 	I
06 39 57.3696	 29.3911724	AUR 	I
06 39 53.6101	 28.3912659	AUR 	I
06 39 51.7579	 27.8913116	AUR 	O
06 35 52.0329	 27.9033203	AUR 	I
06 31 52.2444	 27.9153614	AUR 	I
06 27 52.4283	 27.9274292	AUR 	I
06 23 52.6221	 27.9395180	AUR 	I
06 19 52.7549	 27.9516258	AUR 	I
06 15 52.8595	 27.9637508	AUR 	I
06 11 52.9749	 27.9758854	AUR 	I
06 07 53.0249	 27.9880295	AUR 	I
06 03 53.0475	 28.0001793	AUR 	I
06 00 53.0571	 28.0092907	AUR 	O
06 00 54.9367	 28.5092430	AUR 	O
05 56 54.9492	 28.5213890	AUR 	I
05 52 54.8976	 28.5335293	AUR 	I
05 48 54.8172	 28.5456619	AUR 	I
05 44 54.7473	 28.5577793	AUR 	I
05 40 54.6117	 28.5698814	AUR 	I
05 36 54.4507	 28.5819626	AUR 	I
05 32 54.2965	 28.5940170	AUR 	I
05 28 54.0786	 28.6060467	AUR 	I
05 24 53.8315	 28.6180439	AUR 	I
05 20 53.5967	 28.6300049	AUR 	I
05 16 53.2967	 28.6419277	AUR 	I
05 12 52.9689	 28.6538067	AUR 	I
05 08 52.6499	 28.6656399	AUR 	I
05 04 52.2671	 28.6774235	AUR 	I
05 00 51.8573	 28.6891556	AUR 	I
04 56 51.4575	 28.7008266	AUR 	I
04 52 50.9941	 28.7124405	AUR 	O
04 52 54.6351	 29.7123528	AUR 	I
04 52 56.4823	 30.2123089	AUR 	O
04 48 55.9623	 30.2238579	AUR 	I
04 44 55.4493	 30.2353401	AUR 	I
04 40 54.8727	 30.2467518	AUR 	I
04 37 54.4293	 30.2552605	AUR 	O
15 10 27.9167	 24.5246582	BOO 	I
15 10 30.4781	 23.5247078	BOO 	I
15 10 32.9945	 22.5247517	BOO 	I
15 10 35.4803	 21.5247993	BOO 	I
15 10 37.9279	 20.5248451	BOO 	I
15 10 40.3485	 19.5248890	BOO 	I
15 10 42.7347	 18.5249329	BOO 	I
15 10 45.0966	 17.5249767	BOO 	I
15 10 47.4312	 16.5250206	BOO 	I
15 10 49.7385	 15.5250635	BOO 	I
15 10 52.0284	 14.5251064	BOO 	I
15 10 54.2943	 13.5251474	BOO 	I
15 10 56.5428	 12.5251894	BOO 	I
15 10 58.7745	 11.5252314	BOO 	I
15 11 00.9891	 10.5252714	BOO 	I
15 11 03.1899	  9.5253124	BOO 	I
15 11 05.3801	  8.5253534	BOO 	I
15 11 07.5567	  7.5253930	BOO 	O
15 07 07.8625	  7.5165844	BOO 	I
15 03 08.1375	  7.5079212	BOO 	I
14 59 08.4192	  7.4994082	BOO 	I
14 55 08.7387	  7.4910483	BOO 	I
14 51 09.0273	  7.4828424	BOO 	I
14 47 09.3195	  7.4747939	BOO 	I
14 43 09.6528	  7.4669065	BOO 	I
14 39 09.9515	  7.4591804	BOO 	I
14 35 10.2537	  7.4516182	BOO 	I
14 31 10.6011	  7.4442248	BOO 	I
14 27 10.9101	  7.4369988	BOO 	I
14 23 11.2261	  7.4299445	BOO 	I
14 19 11.5835	  7.4230642	BOO 	I
14 15 11.9063	  7.4163589	BOO 	I
14 11 12.2295	  7.4098310	BOO 	I
14 07 12.5969	  7.4034839	BOO 	I
14 03 12.9269	  7.3973169	BOO 	I
13 59 13.2633	  7.3913336	BOO 	I
13 55 13.6380	  7.3855362	BOO 	I
13 51 13.9781	  7.3799253	BOO 	I
13 47 14.3181	  7.3745022	BOO 	I
13 43 14.7029	  7.3692708	BOO 	I
13 39 15.0498	  7.3642302	BOO 	I
13 36 15.3237	  7.3605771	BOO 	O
13 36 14.1498	  8.3605652	BOO 	I
13 36 12.9687	  9.3605528	BOO 	I
13 36 11.7807	 10.3605413	BOO 	I
13 36 10.5825	 11.3605299	BOO 	I
13 36 09.3777	 12.3605175	BOO 	I
13 36 08.1655	 13.3605051	BOO 	I
13 36 06.9433	 14.3604937	BOO 	O
13 36 05.7075	 15.3604803	BOO 	I
13 36 04.4611	 16.3604679	BOO 	I
13 36 03.2011	 17.3604565	BOO 	I
13 36 01.9275	 18.3604431	BOO 	I
13 36 00.6401	 19.3604298	BOO 	I
13 35 59.3355	 20.3604183	BOO 	I
13 35 58.0171	 21.3604031	BOO 	I
13 35 56.6779	 22.3603897	BOO 	I
